Complaint_id,Subscriber_id,Complaint_date,Resolution_date,description,Complaint_type
CMP000167,SUB020815,2024-11-08 20:08:32,2024-11-19 07:58:18,Customer reported: Customer service complaint. Issue observed in Nagpur area. Ticket escalated to Level 3 support.,Customer service complaint
CMP000168,SUB018695,2024-10-04 10:20:16,2024-10-07 22:29:30,Customer reported: Customer service complaint. Issue observed in Ghaziabad area. Ticket escalated to Level 3 support.,Customer service complaint
CMP000169,SUB010496,2024-05-03 15:40:52,2024-05-09 03:04:32,Customer reported: Number portability. Issue observed in Delhi area. Ticket escalated to Level 3 support.,Number portability
CMP000170,SUB034604,2020-05-23 12:48:05,2020-05-29 20:47:52,Customer reported: Number portability. Issue observed in Ajmer area. Ticket escalated to Level 3 support.,Number portability
CMP000171,SUB000435,2022-08-21 09:44:54,2022-08-29 11:24:43,Customer reported: Poor network coverage. Issue observed in Bikaner area. Ticket escalated to Level 3 support.,Poor network coverage
CMP000172,SUB001900,2024-03-23 12:22:22,2024-04-04 00:44:54,Customer reported: Slow internet speed. Issue observed in Coimbatore area. Ticket escalated to Level 3 support.,Slow internet speed
CMP000173,SUB028986,2018-06-09 05:42:16,2018-06-11 10:30:31,Customer reported: Customer service complaint. Issue observed in Kota area. Ticket escalated to Level 1 support.,Customer service complaint
CMP000174,SUB041248,2024-09-21 00:03:06,2024-10-04 16:58:37,Customer reported: Call drops. Issue observed in Junagadh area. Ticket escalated to Level 3 support.,Call drops
CMP000175,SUB032084,2022-11-03 10:09:35,2022-11-06 15:35:39,Customer reported: Wrong deduction. Issue observed in Mysore area. Ticket escalated to Level 1 support.,Wrong deduction
CMP000176,SUB000556,2023-04-24 16:34:07,2023-04-29 01:36:36,Customer reported: Call drops. Issue observed in Ujjain area. Ticket escalated to Level 1 support.,Call drops
CMP000177,SUB048599,2021-11-23 03:54:43,2021-11-25 19:11:49,Customer reported: Number portability. Issue observed in Jodhpur area. Ticket escalated to Level 3 support.,Number portability
CMP000178,SUB041060,2018-07-10 07:13:59,2018-07-17 19:56:34,Customer reported: Wrong deduction. Issue observed in Delhi area. Ticket escalated to Level 1 support.,Wrong deduction
CMP000179,SUB001869,2024-08-20 10:24:40,2024-08-23 22:53:01,Customer reported: Portability delay. Issue observed in Bangalore area. Ticket escalated to Level 2 support.,Portability delay
CMP000180,SUB040262,2024-09-21 17:14:23,2024-09-23 19:22:36,Customer reported: Number portability. Issue observed in Asansol area. Ticket escalated to Level 2 support.,Number portability
CMP000181,SUB019512,2024-04-02 16:06:04,2024-04-04 15:35:09,Customer reported: Billing issue. Issue observed in Jamnagar area. Ticket escalated to Level 2 support.,Billing issue
CMP000182,SUB028141,2023-06-07 06:49:16,,Customer reported: Roaming issue. Issue observed in Mumbai area. Ticket escalated to Level 1 support.,Roaming issue
CMP000183,SUB046807,2019-04-01 12:28:45,2019-04-10 18:08:09,Customer reported: Data not credited. Issue observed in Bhavnagar area. Ticket escalated to Level 3 support.,Data not credited
CMP000184,SUB014468,2022-09-01 10:30:31,,Customer reported: OTP not received. Issue observed in Faridabad area. Ticket escalated to Level 1 support.,OTP not received
CMP000185,SUB033160,2021-05-10 15:32:53,2021-05-16 01:25:17,Customer reported: Recharge failure. Issue observed in Coimbatore area. Ticket escalated to Level 2 support.,Recharge failure
CMP000186,SUB037239,2019-10-30 12:32:52,2019-11-03 11:16:17,Customer reported: Poor network coverage. Issue observed in Coimbatore area. Ticket escalated to Level 1 support.,Poor network coverage
CMP000187,SUB017256,2022-02-01 03:16:49,2022-02-13 19:46:31,Customer reported: Portability delay. Issue observed in Noida area. Ticket escalated to Level 1 support.,Portability delay
CMP000188,SUB005914,2023-10-17 02:35:50,2023-10-24 16:38:39,Customer reported: Voice call quality. Issue observed in Delhi area. Ticket escalated to Level 2 support.,Voice call quality
CMP000189,SUB039739,2021-05-21 20:55:03,2021-05-27 11:51:12,Customer reported: Number portability. Issue observed in Delhi area. Ticket escalated to Level 2 support.,Number portability
CMP000190,SUB038144,2021-11-04 21:45:48,2021-11-09 08:11:40,Customer reported: Billing issue. Issue observed in Vadodara area. Ticket escalated to Level 1 support.,Billing issue
CMP000191,SUB002477,2024-10-25 10:28:35,2024-10-29 04:56:26,Customer reported: OTP not received. Issue observed in Howrah area. Ticket escalated to Level 1 support.,OTP not received
CMP000192,SUB039781,2019-03-19 20:31:52,2019-03-30 21:43:34,Customer reported: Call drops. Issue observed in Mysore area. Ticket escalated to Level 1 support.,Call drops
CMP000193,SUB026646,2022-10-12 22:34:09,2022-10-22 09:14:07,Customer reported: Number portability. Issue observed in Ahmedabad area. Ticket escalated to Level 2 support.,Number portability
CMP000194,SUB009053,2018-05-29 17:50:38,2018-06-10 13:44:18,Customer reported: Poor network coverage. Issue observed in Ghaziabad area. Ticket escalated to Level 1 support.,Poor network coverage
CMP000195,SUB045186,2023-03-21 02:25:59,2023-04-01 13:44:03,Customer reported: Wrong deduction. Issue observed in Vijayawada area. Ticket escalated to Level 1 support.,Wrong deduction
CMP000196,SUB014505,2021-10-29 21:21:07,2021-11-03 14:13:21,Customer reported: SIM activation problem. Issue observed in Siliguri area. Ticket escalated to Level 1 support.,SIM activation problem
CMP000197,SUB038869,2022-10-06 19:41:07,2022-10-09 23:57:01,Customer reported: OTP not received. Issue observed in Jaipur area. Ticket escalated to Level 2 support.,OTP not received
CMP000198,SUB042888,2024-01-12 02:03:47,2024-01-24 17:13:18,Customer reported: Portability delay. Issue observed in Bhavnagar area. Ticket escalated to Level 1 support.,Portability delay
CMP000199,SUB035657,2019-08-19 22:30:46,2019-08-29 16:34:53,Customer reported: Recharge failure. Issue observed in Nashik area. Ticket escalated to Level 3 support.,Recharge failure
CMP000200,SUB024950,2023-08-23 11:49:18,2023-09-04 08:03:50,Customer reported: Voice call quality. Issue observed in Tiruchirappalli area. Ticket escalated to Level 3 support.,Voice call quality
CMP000201,SUB001379,2021-11-25 00:36:11,2021-12-08 11:03:16,Customer reported: Wrong deduction. Issue observed in Surat area. Ticket escalated to Level 2 support.,Wrong deduction
CMP000202,SUB031211,2024-11-22 05:16:27,2024-12-04 20:20:07,Customer reported: Number portability. Issue observed in Patiala area. Ticket escalated to Level 1 support.,Number portability
CMP000203,SUB008051,2022-08-13 11:29:53,2022-08-17 19:44:09,Customer reported: OTP not received. Issue observed in Guntur area. Ticket escalated to Level 1 support.,OTP not received
CMP000204,SUB049600,2024-08-18 03:32:28,2024-08-19 08:06:47,Customer reported: International call problem. Issue observed in Jodhpur area. Ticket escalated to Level 1 support.,International call problem
CMP000205,SUB031159,2024-10-23 06:51:55,2024-10-31 22:41:02,Customer reported: International call problem. Issue observed in Jaipur area. Ticket escalated to Level 2 support.,International call problem
CMP000206,SUB002460,2024-12-21 17:04:21,,Customer reported: International call problem. Issue observed in Kota area. Ticket escalated to Level 1 support.,International call problem
CMP000207,SUB047030,2023-07-02 12:38:06,2023-07-03 22:12:41,Customer reported: Call drops. Issue observed in Rajkot area. Ticket escalated to Level 3 support.,Call drops
CMP000208,SUB027728,2020-03-07 19:53:36,2020-03-18 19:50:49,Customer reported: Slow internet speed. Issue observed in Nagpur area. Ticket escalated to Level 2 support.,Slow internet speed
CMP000209,SUB041399,2022-02-04 07:45:27,2022-02-08 04:08:56,Customer reported: SIM activation problem. Issue observed in Chennai area. Ticket escalated to Level 2 support.,SIM activation problem
CMP000210,SUB005379,2024-03-13 22:02:54,,Customer reported: Wrong deduction. Issue observed in Rajkot area. Ticket escalated to Level 1 support.,Wrong deduction
CMP000211,SUB018149,2022-03-24 09:19:38,2022-03-29 04:25:11,Customer reported: Billing issue. Issue observed in Ajmer area. Ticket escalated to Level 2 support.,Billing issue
CMP000212,SUB019385,2020-06-13 13:59:15,,Customer reported: International call problem. Issue observed in Ujjain area. Ticket escalated to Level 3 support.,International call problem
CMP000213,SUB031077,2022-08-26 11:44:55,2022-09-08 09:11:51,Customer reported: Customer service complaint. Issue observed in Bhavnagar area. Ticket escalated to Level 2 support.,Customer service complaint
CMP000214,SUB020646,2019-06-27 09:27:49,2019-07-06 04:03:12,Customer reported: Roaming issue. Issue observed in Meerut area. Ticket escalated to Level 2 support.,Roaming issue
CMP000215,SUB027551,2023-05-06 22:59:59,2023-05-08 20:28:38,Customer reported: Call drops. Issue observed in Meerut area. Ticket escalated to Level 2 support.,Call drops
CMP000216,SUB006623,2020-04-06 21:27:36,2020-04-20 09:12:27,Customer reported: Roaming issue. Issue observed in Bhopal area. Ticket escalated to Level 2 support.,Roaming issue
CMP000217,SUB019642,2023-12-13 16:34:15,2023-12-22 19:14:08,Customer reported: Roaming issue. Issue observed in Udaipur area. Ticket escalated to Level 2 support.,Roaming issue
CMP000218,SUB008870,2022-01-23 20:07:50,2022-02-01 21:45:04,Customer reported: Data not credited. Issue observed in Meerut area. Ticket escalated to Level 3 support.,Data not credited
CMP000219,SUB047225,2022-06-08 07:37:09,2022-06-14 20:24:39,Customer reported: Billing issue. Issue observed in Bhopal area. Ticket escalated to Level 2 support.,Billing issue
CMP000220,SUB029899,2019-12-12 17:39:35,2019-12-23 09:24:50,Customer reported: Poor network coverage. Issue observed in Gwalior area. Ticket escalated to Level 2 support.,Poor network coverage
CMP000221,SUB009405,2022-09-30 21:41:23,2022-10-11 22:30:59,Customer reported: OTP not received. Issue observed in Howrah area. Ticket escalated to Level 3 support.,OTP not received
CMP000222,SUB022006,2020-03-16 21:33:37,2020-03-22 19:33:23,Customer reported: Poor network coverage. Issue observed in Kolkata area. Ticket escalated to Level 3 support.,Poor network coverage
CMP000223,SUB010550,2024-04-10 13:05:24,,Customer reported: Poor network coverage. Issue observed in Guntur area. Ticket escalated to Level 2 support.,Poor network coverage
CMP000224,SUB022034,2021-11-08 14:42:25,2021-11-21 07:20:49,Customer reported: Call drops. Issue observed in Asansol area. Ticket escalated to Level 3 support.,Call drops
CMP000225,SUB003232,2024-12-09 00:07:22,2024-12-17 12:09:49,Customer reported: Billing issue. Issue observed in Vadodara area. Ticket escalated to Level 1 support.,Billing issue
CMP000226,SUB024770,2022-02-01 21:57:29,2022-02-13 19:34:06,Customer reported: Number portability. Issue observed in Thane area. Ticket escalated to Level 2 support.,Number portability
CMP000227,SUB020706,2019-02-09 16:53:19,2019-02-15 07:41:41,Customer reported: SIM activation problem. Issue observed in Chennai area. Ticket escalated to Level 1 support.,SIM activation problem
CMP000228,SUB042048,2024-03-15 13:12:13,2024-03-28 09:00:18,Customer reported: Customer service complaint. Issue observed in Nashik area. Ticket escalated to Level 2 support.,Customer service complaint
CMP000229,SUB040546,2023-11-12 18:58:38,2023-11-16 19:45:39,Customer reported: Slow internet speed. Issue observed in Jalandhar area. Ticket escalated to Level 1 support.,Slow internet speed
CMP000230,SUB002927,2021-08-01 18:39:45,2021-08-08 11:21:26,Customer reported: Slow internet speed. Issue observed in Jalandhar area. Ticket escalated to Level 1 support.,Slow internet speed
CMP000231,SUB031073,2023-03-04 11:10:48,,Customer reported: Poor network coverage. Issue observed in Surat area. Ticket escalated to Level 2 support.,Poor network coverage
CMP000232,SUB042621,2021-04-01 00:59:59,2021-04-06 02:15:25,Customer reported: Wrong deduction. Issue observed in Ahmedabad area. Ticket escalated to Level 3 support.,Wrong deduction
CMP000233,SUB030360,2024-09-17 01:52:45,2024-09-22 15:04:01,Customer reported: Data not credited. Issue observed in Rajkot area. Ticket escalated to Level 2 support.,Data not credited
CMP000234,SUB015224,2024-01-14 01:25:53,2024-01-24 18:06:15,Customer reported: OTP not received. Issue observed in Thane area. Ticket escalated to Level 3 support.,OTP not received
CMP000235,SUB026750,2024-07-21 21:02:48,2024-07-26 08:12:20,Customer reported: Poor network coverage. Issue observed in Durgapur area. Ticket escalated to Level 1 support.,Poor network coverage
CMP000236,SUB011165,2023-05-31 03:28:14,,Customer reported: Billing issue. Issue observed in Jamnagar area. Ticket escalated to Level 3 support.,Billing issue
CMP000237,SUB006271,2018-11-25 19:38:37,2018-11-30 20:21:02,Customer reported: Portability delay. Issue observed in Lucknow area. Ticket escalated to Level 1 support.,Portability delay
CMP000238,SUB013275,2022-12-01 22:32:01,2022-12-11 04:59:45,Customer reported: Billing issue. Issue observed in Jodhpur area. Ticket escalated to Level 1 support.,Billing issue
CMP000239,SUB035793,2022-08-11 11:37:48,2022-08-21 09:19:15,Customer reported: Call drops. Issue observed in Ajmer area. Ticket escalated to Level 2 support.,Call drops
CMP000240,SUB043104,2023-10-15 05:55:38,2023-10-21 21:12:20,Customer reported: Number portability. Issue observed in Bellary area. Ticket escalated to Level 2 support.,Number portability
CMP000241,SUB044230,2019-12-13 23:31:18,2019-12-23 22:43:04,Customer reported: Number portability. Issue observed in Salem area. Ticket escalated to Level 2 support.,Number portability
CMP000242,SUB046960,2020-11-15 02:13:48,2020-11-24 12:36:49,Customer reported: Slow internet speed. Issue observed in Jaipur area. Ticket escalated to Level 2 support.,Slow internet speed
CMP000243,SUB012801,2019-03-13 07:06:43,,Customer reported: Voice call quality. Issue observed in Kota area. Ticket escalated to Level 3 support.,Voice call quality
CMP000244,SUB038998,2019-06-11 13:09:28,2019-06-24 23:25:16,Customer reported: Poor network coverage. Issue observed in Madurai area. Ticket escalated to Level 1 support.,Poor network coverage
CMP000245,SUB041990,2024-11-07 23:14:01,2024-11-15 17:49:03,Customer reported: Slow internet speed. Issue observed in Madurai area. Ticket escalated to Level 2 support.,Slow internet speed
