Tower_id,capacity,covrage_area,location,Tower_status
450,1000,Rural,"Salem, Tamil Nadu — Sector 37",active
451,500,Urban,"Ajmer, Rajasthan — Sector 19",active
452,300,Mall,"Bhavnagar, Gujarat — Sector 10",active
453,500,Urban,"Bikaner, Rajasthan — Sector 28",maintenance
454,1000,Rural,"Chandigarh, Punjab — Sector 19",active
455,200,Railway Station,"Kolkata, West Bengal — Sector 11",active
456,750,Urban,"Amritsar, Punjab — Sector 27",active
457,1000,Railway Station,"Kota, Rajasthan — Sector 41",active
458,200,Commercial,"Coimbatore, Tamil Nadu — Sector 43",active
459,500,Mall,"Vijayawada, Andhra Pradesh — Sector 26",active
460,500,Residential,"Bangalore, Karnataka — Sector 33",active
461,200,Residential,"Jaipur, Rajasthan — Sector 40",active
462,750,Airport,"Warangal, Telangana — Sector 22",maintenance
463,300,Suburban,"Gurgaon, Haryana — Sector 24",active
464,100,Commercial,"Thane, Maharashtra — Sector 12",active
465,500,Rural,"Coimbatore, Tamil Nadu — Sector 30",active
466,100,Mall,"Meerut, Uttar Pradesh — Sector 27",active
467,200,Airport,"Coimbatore, Tamil Nadu — Sector 34",active
468,200,Airport,"Bellary, Karnataka — Sector 22",active
469,200,Railway Station,"Ghaziabad, Uttar Pradesh — Sector 23",active
470,100,Railway Station,"Ahmedabad, Gujarat — Sector 37",active
471,300,Airport,"Coimbatore, Tamil Nadu — Sector 32",active
472,300,Highway,"Mumbai, Maharashtra — Sector 22",active
473,200,Railway Station,"Chandigarh, Punjab — Sector 27",active
474,1000,Highway,"Chandigarh, Punjab — Sector 30",active
475,500,Airport,"Durgapur, West Bengal — Sector 11",inactive
476,750,Commercial,"Kolkata, West Bengal — Sector 10",maintenance
477,500,Industrial,"Surat, Gujarat — Sector 27",active
478,100,Highway,"Gwalior, Madhya Pradesh — Sector 15",active
479,750,Rural,"Pune, Maharashtra — Sector 44",active
480,200,Industrial,"Mysore, Karnataka — Sector 46",active
481,750,Industrial,"Vadodara, Gujarat — Sector 14",active
482,200,Industrial,"Delhi, Delhi — Sector 39",active
483,200,Railway Station,"Madurai, Tamil Nadu — Sector 7",active
484,100,Commercial,"Faridabad, Haryana — Sector 24",active
485,200,Railway Station,"Hyderabad, Telangana — Sector 27",active
486,100,Highway,"Solapur, Maharashtra — Sector 8",active
487,200,Commercial,"Coimbatore, Tamil Nadu — Sector 16",active
488,200,Urban,"Surat, Gujarat — Sector 36",active
489,300,Commercial,"Agra, Uttar Pradesh — Sector 11",inactive
490,500,Rural,"Solapur, Maharashtra — Sector 7",active
491,200,Highway,"Aurangabad, Maharashtra — Sector 2",active
492,750,Residential,"Bangalore, Karnataka — Sector 39",active
493,100,Industrial,"Madurai, Tamil Nadu — Sector 37",active
494,1000,Rural,"Gandhinagar, Gujarat — Sector 40",maintenance
495,500,Urban,"Junagadh, Gujarat — Sector 17",active
496,100,Airport,"Delhi, Delhi — Sector 27",active
497,500,Highway,"Bangalore, Karnataka — Sector 9",active
498,300,Commercial,"Jabalpur, Madhya Pradesh — Sector 14",active
499,100,Mall,"Surat, Gujarat — Sector 46",active
500,750,Industrial,"Vijayawada, Andhra Pradesh — Sector 42",active
501,750,Residential,"Siliguri, West Bengal — Sector 36",active
502,300,Residential,"Meerut, Uttar Pradesh — Sector 39",active
503,200,Urban,"Aurangabad, Maharashtra — Sector 45",active
504,750,Commercial,"Agra, Uttar Pradesh — Sector 26",active
505,200,Airport,"Thane, Maharashtra — Sector 35",active
506,200,Industrial,"Jamnagar, Gujarat — Sector 37",active
507,1000,Railway Station,"Tiruchirappalli, Tamil Nadu — Sector 16",active
508,750,Rural,"Patiala, Punjab — Sector 31",active
509,750,Rural,"Meerut, Uttar Pradesh — Sector 6",active
510,500,Residential,"Nagpur, Maharashtra — Sector 45",active
511,1000,Urban,"Nashik, Maharashtra — Sector 6",active
512,1000,Railway Station,"Lucknow, Uttar Pradesh — Sector 33",active
513,300,Urban,"Ghaziabad, Uttar Pradesh — Sector 38",active
514,100,Highway,"Guntur, Andhra Pradesh — Sector 14",active
515,300,Residential,"Asansol, West Bengal — Sector 3",active
516,750,Highway,"Pune, Maharashtra — Sector 46",active
517,100,Airport,"Vijayawada, Andhra Pradesh — Sector 47",active
518,1000,Industrial,"Howrah, West Bengal — Sector 37",active
519,300,Residential,"Jamnagar, Gujarat — Sector 13",active
520,500,Railway Station,"Mumbai, Maharashtra — Sector 44",active
521,1000,Suburban,"Patiala, Punjab — Sector 40",active
522,750,Industrial,"Thane, Maharashtra — Sector 16",active
523,500,Suburban,"Visakhapatnam, Andhra Pradesh — Sector 38",maintenance
524,300,Airport,"Kolkata, West Bengal — Sector 41",active
525,300,Mall,"Gandhinagar, Gujarat — Sector 4",active
526,750,Railway Station,"Tiruchirappalli, Tamil Nadu — Sector 17",active
527,300,Commercial,"Coimbatore, Tamil Nadu — Sector 22",active
528,100,Airport,"Guntur, Andhra Pradesh — Sector 50",active
529,500,Urban,"Pune, Maharashtra — Sector 18",active
530,500,Mall,"Bhopal, Madhya Pradesh — Sector 50",active
531,100,Suburban,"Jaipur, Rajasthan — Sector 28",active
532,500,Commercial,"Hyderabad, Telangana — Sector 11",maintenance
533,100,Urban,"Kolkata, West Bengal — Sector 22",active
534,750,Railway Station,"Guntur, Andhra Pradesh — Sector 17",active
535,500,Highway,"Chennai, Tamil Nadu — Sector 17",active
536,1000,Airport,"Durgapur, West Bengal — Sector 39",active
537,1000,Airport,"Durgapur, West Bengal — Sector 46",active
538,1000,Mall,"Jabalpur, Madhya Pradesh — Sector 32",active
539,200,Commercial,"Durgapur, West Bengal — Sector 4",active
540,300,Rural,"Ludhiana, Punjab — Sector 45",active
541,200,Suburban,"Jabalpur, Madhya Pradesh — Sector 41",active
542,300,Highway,"Agra, Uttar Pradesh — Sector 21",active
543,300,Commercial,"Mysore, Karnataka — Sector 28",active
544,100,Industrial,"Durgapur, West Bengal — Sector 16",active
545,1000,Residential,"Kolkata, West Bengal — Sector 48",active
546,100,Commercial,"Ahmedabad, Gujarat — Sector 27",maintenance
547,200,Railway Station,"Pune, Maharashtra — Sector 45",active
548,100,Rural,"Madurai, Tamil Nadu — Sector 34",active
549,750,Industrial,"Visakhapatnam, Andhra Pradesh — Sector 43",active
550,500,Commercial,"Ujjain, Madhya Pradesh — Sector 28",active
551,100,Rural,"Junagadh, Gujarat — Sector 6",active
552,750,Commercial,"Jaipur, Rajasthan — Sector 43",active
553,200,Highway,"Gandhinagar, Gujarat — Sector 29",active
554,750,Suburban,"Howrah, West Bengal — Sector 50",active
555,100,Highway,"Solapur, Maharashtra — Sector 35",active
556,750,Airport,"Bellary, Karnataka — Sector 5",active
557,500,Suburban,"Jaipur, Rajasthan — Sector 34",active
558,1000,Railway Station,"Jalandhar, Punjab — Sector 7",active
559,750,Urban,"Vadodara, Gujarat — Sector 1",inactive
560,200,Airport,"Vijayawada, Andhra Pradesh — Sector 33",maintenance
561,100,Urban,"Mysore, Karnataka — Sector 46",active
562,750,Suburban,"Mysore, Karnataka — Sector 14",active
563,500,Railway Station,"Agra, Uttar Pradesh — Sector 2",active
564,300,Airport,"Jamnagar, Gujarat — Sector 43",active
565,200,Airport,"Gwalior, Madhya Pradesh — Sector 2",active
566,200,Mall,"Ujjain, Madhya Pradesh — Sector 1",active
567,300,Suburban,"Mumbai, Maharashtra — Sector 33",active
568,300,Residential,"Ludhiana, Punjab — Sector 23",active
569,200,Railway Station,"Hubli, Karnataka — Sector 15",active
570,300,Rural,"Tiruchirappalli, Tamil Nadu — Sector 27",active
571,100,Residential,"Kolhapur, Maharashtra — Sector 27",inactive
572,500,Airport,"Nagpur, Maharashtra — Sector 37",active
573,300,Rural,"Ajmer, Rajasthan — Sector 32",active
574,100,Urban,"Gwalior, Madhya Pradesh — Sector 19",inactive
575,1000,Mall,"Bangalore, Karnataka — Sector 33",active
576,750,Railway Station,"Siliguri, West Bengal — Sector 8",active
577,100,Airport,"Salem, Tamil Nadu — Sector 50",active
578,500,Mall,"Jalandhar, Punjab — Sector 49",active
579,300,Urban,"Jaipur, Rajasthan — Sector 32",active
580,1000,Railway Station,"Surat, Gujarat — Sector 2",active
581,300,Railway Station,"Salem, Tamil Nadu — Sector 7",active
582,500,Airport,"Vijayawada, Andhra Pradesh — Sector 26",active
583,100,Airport,"Hubli, Karnataka — Sector 50",active
584,200,Commercial,"Bellary, Karnataka — Sector 1",active
585,200,Airport,"Nashik, Maharashtra — Sector 17",active
586,1000,Residential,"Faridabad, Haryana — Sector 20",active
587,750,Airport,"Gurgaon, Haryana — Sector 47",active
588,500,Commercial,"Mumbai, Maharashtra — Sector 25",active
589,750,Railway Station,"Mumbai, Maharashtra — Sector 26",active
590,300,Railway Station,"Gurgaon, Haryana — Sector 36",inactive
591,200,Suburban,"Jabalpur, Madhya Pradesh — Sector 43",active
592,1000,Commercial,"Udaipur, Rajasthan — Sector 34",active
593,750,Residential,"Durgapur, West Bengal — Sector 13",active
594,500,Commercial,"Ajmer, Rajasthan — Sector 15",active
595,300,Rural,"Surat, Gujarat — Sector 28",active
596,750,Industrial,"Chennai, Tamil Nadu — Sector 26",active
597,300,Airport,"Visakhapatnam, Andhra Pradesh — Sector 39",active
598,100,Rural,"Ahmedabad, Gujarat — Sector 26",active
599,300,Mall,"Bangalore, Karnataka — Sector 4",active
600,100,Highway,"Jabalpur, Madhya Pradesh — Sector 11",active
601,1000,Airport,"Pune, Maharashtra — Sector 1",active
602,300,Rural,"Surat, Gujarat — Sector 15",active
603,1000,Rural,"Meerut, Uttar Pradesh — Sector 23",active
604,750,Suburban,"Agra, Uttar Pradesh — Sector 17",active
605,300,Commercial,"Salem, Tamil Nadu — Sector 25",active
606,200,Highway,"Durgapur, West Bengal — Sector 41",active
607,1000,Industrial,"Solapur, Maharashtra — Sector 49",active
608,300,Suburban,"Nagpur, Maharashtra — Sector 40",active
609,300,Rural,"Ludhiana, Punjab — Sector 45",active
610,500,Commercial,"Ghaziabad, Uttar Pradesh — Sector 17",active
611,750,Urban,"Ujjain, Madhya Pradesh — Sector 21",active
612,100,Mall,"Bangalore, Karnataka — Sector 12",inactive
613,200,Highway,"Meerut, Uttar Pradesh — Sector 49",active
614,750,Highway,"Coimbatore, Tamil Nadu — Sector 46",maintenance
615,300,Airport,"Madurai, Tamil Nadu — Sector 22",active
616,300,Industrial,"Udaipur, Rajasthan — Sector 17",maintenance
617,100,Residential,"Ludhiana, Punjab — Sector 20",active
618,1000,Urban,"Madurai, Tamil Nadu — Sector 37",active
619,1000,Airport,"Siliguri, West Bengal — Sector 29",maintenance
620,750,Railway Station,"Bellary, Karnataka — Sector 1",active
621,300,Mall,"Jodhpur, Rajasthan — Sector 37",active
622,300,Railway Station,"Ajmer, Rajasthan — Sector 2",active
623,200,Urban,"Bhavnagar, Gujarat — Sector 18",active
624,500,Residential,"Lucknow, Uttar Pradesh — Sector 17",active
625,750,Mall,"Amritsar, Punjab — Sector 19",active
626,100,Industrial,"Kolhapur, Maharashtra — Sector 9",active
627,500,Rural,"Lucknow, Uttar Pradesh — Sector 20",active
628,750,Residential,"Indore, Madhya Pradesh — Sector 28",active
629,300,Residential,"Indore, Madhya Pradesh — Sector 9",active
630,100,Residential,"Amritsar, Punjab — Sector 43",active
631,200,Residential,"Kota, Rajasthan — Sector 37",active
632,500,Mall,"Ujjain, Madhya Pradesh — Sector 41",active
633,750,Airport,"Jodhpur, Rajasthan — Sector 33",active
634,300,Mall,"Kolhapur, Maharashtra — Sector 4",active
635,500,Rural,"Coimbatore, Tamil Nadu — Sector 29",active
636,750,Commercial,"Visakhapatnam, Andhra Pradesh — Sector 15",active
637,100,Railway Station,"Mangalore, Karnataka — Sector 8",active
638,100,Residential,"Mangalore, Karnataka — Sector 1",active
639,1000,Mall,"Ajmer, Rajasthan — Sector 16",maintenance
640,200,Residential,"Patiala, Punjab — Sector 44",active
641,100,Commercial,"Rajkot, Gujarat — Sector 47",active
642,500,Railway Station,"Durgapur, West Bengal — Sector 15",active
643,500,Residential,"Ludhiana, Punjab — Sector 26",active
644,300,Railway Station,"Agra, Uttar Pradesh — Sector 18",active
645,750,Urban,"Faridabad, Haryana — Sector 1",active
646,200,Rural,"Bikaner, Rajasthan — Sector 15",active
647,500,Urban,"Nashik, Maharashtra — Sector 39",active
648,100,Airport,"Nagpur, Maharashtra — Sector 38",active
649,200,Urban,"Coimbatore, Tamil Nadu — Sector 20",active
650,750,Residential,"Ghaziabad, Uttar Pradesh — Sector 44",active
651,500,Urban,"Bangalore, Karnataka — Sector 15",active
652,500,Airport,"Madurai, Tamil Nadu — Sector 11",active
653,1000,Residential,"Nashik, Maharashtra — Sector 16",active
654,750,Suburban,"Kolhapur, Maharashtra — Sector 9",active
655,300,Railway Station,"Mysore, Karnataka — Sector 1",active
656,200,Suburban,"Warangal, Telangana — Sector 42",active
657,500,Suburban,"Udaipur, Rajasthan — Sector 22",active
658,1000,Highway,"Bikaner, Rajasthan — Sector 47",active
659,200,Railway Station,"Gurgaon, Haryana — Sector 47",active
660,500,Airport,"Patiala, Punjab — Sector 42",active
661,500,Industrial,"Bikaner, Rajasthan — Sector 36",active
662,750,Highway,"Nashik, Maharashtra — Sector 21",active
663,100,Urban,"Siliguri, West Bengal — Sector 25",active
664,750,Suburban,"Hubli, Karnataka — Sector 44",active
665,300,Residential,"Junagadh, Gujarat — Sector 5",active
666,500,Airport,"Gurgaon, Haryana — Sector 6",active
667,750,Industrial,"Nashik, Maharashtra — Sector 28",active
668,200,Industrial,"Faridabad, Haryana — Sector 13",active
669,300,Residential,"Junagadh, Gujarat — Sector 26",active
670,200,Suburban,"Noida, Uttar Pradesh — Sector 25",active
671,200,Rural,"Gandhinagar, Gujarat — Sector 25",active
672,300,Suburban,"Ujjain, Madhya Pradesh — Sector 23",active
673,200,Industrial,"Meerut, Uttar Pradesh — Sector 3",active
674,500,Commercial,"Bhopal, Madhya Pradesh — Sector 8",active
675,300,Mall,"Noida, Uttar Pradesh — Sector 1",inactive
676,500,Suburban,"Chennai, Tamil Nadu — Sector 31",active
677,1000,Residential,"Ludhiana, Punjab — Sector 42",active
678,100,Commercial,"Bellary, Karnataka — Sector 34",active
679,300,Highway,"Pune, Maharashtra — Sector 42",active
680,300,Railway Station,"Jalandhar, Punjab — Sector 13",active
681,1000,Residential,"Ghaziabad, Uttar Pradesh — Sector 1",active
682,1000,Rural,"Kota, Rajasthan — Sector 25",active
683,300,Rural,"Solapur, Maharashtra — Sector 31",active
684,200,Industrial,"Indore, Madhya Pradesh — Sector 16",active
685,300,Rural,"Mangalore, Karnataka — Sector 44",active
686,500,Residential,"Delhi, Delhi — Sector 19",active
687,750,Airport,"Amritsar, Punjab — Sector 23",active
688,100,Airport,"Jalandhar, Punjab — Sector 18",active
689,500,Mall,"Solapur, Maharashtra — Sector 45",active
690,200,Railway Station,"Lucknow, Uttar Pradesh — Sector 12",active
691,1000,Highway,"Jamnagar, Gujarat — Sector 42",active
692,500,Mall,"Bikaner, Rajasthan — Sector 20",active
693,1000,Industrial,"Bhavnagar, Gujarat — Sector 49",active
694,750,Railway Station,"Mumbai, Maharashtra — Sector 43",active
695,1000,Mall,"Solapur, Maharashtra — Sector 3",active
696,300,Commercial,"Agra, Uttar Pradesh — Sector 34",active
697,500,Urban,"Jamnagar, Gujarat — Sector 47",active
698,750,Highway,"Guntur, Andhra Pradesh — Sector 21",active
699,1000,Rural,"Visakhapatnam, Andhra Pradesh — Sector 48",active
700,100,Industrial,"Kolhapur, Maharashtra — Sector 48",active
701,1000,Mall,"Delhi, Delhi — Sector 30",active
702,750,Industrial,"Bangalore, Karnataka — Sector 4",active
703,100,Urban,"Bangalore, Karnataka — Sector 20",active
704,750,Urban,"Jalandhar, Punjab — Sector 6",inactive
705,300,Industrial,"Meerut, Uttar Pradesh — Sector 14",active
706,1000,Commercial,"Rajkot, Gujarat — Sector 37",active
707,750,Airport,"Jamnagar, Gujarat — Sector 50",active
708,300,Highway,"Noida, Uttar Pradesh — Sector 24",active
709,300,Industrial,"Gandhinagar, Gujarat — Sector 11",active
710,750,Industrial,"Jabalpur, Madhya Pradesh — Sector 35",active
711,750,Mall,"Warangal, Telangana — Sector 40",active
712,750,Highway,"Gandhinagar, Gujarat — Sector 32",active
713,750,Rural,"Jalandhar, Punjab — Sector 49",active
714,1000,Highway,"Patiala, Punjab — Sector 19",active
715,750,Industrial,"Kolhapur, Maharashtra — Sector 20",active
716,1000,Residential,"Gandhinagar, Gujarat — Sector 27",inactive
717,100,Mall,"Madurai, Tamil Nadu — Sector 33",active
718,300,Industrial,"Guntur, Andhra Pradesh — Sector 3",active
719,500,Airport,"Vijayawada, Andhra Pradesh — Sector 24",inactive
720,1000,Mall,"Mysore, Karnataka — Sector 24",active
721,300,Industrial,"Amritsar, Punjab — Sector 41",active
722,500,Railway Station,"Hyderabad, Telangana — Sector 8",active
723,100,Railway Station,"Nagpur, Maharashtra — Sector 13",maintenance
724,100,Rural,"Aurangabad, Maharashtra — Sector 34",maintenance
725,750,Highway,"Chennai, Tamil Nadu — Sector 26",active
726,500,Urban,"Vadodara, Gujarat — Sector 38",active
